ID,quality_score,Owner,Country_of_Origin,Farm_Name,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Harvest_Year,Grading_Date,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,Expiration,Certification_Body,Certification_Address,Certification_Contact,Altitude_Units,Lower_Altitude,Upper_Altitude
1094,80.25,Volcafe Ltda. - Brasil,Brazil,São Rafael_ RA/RAS Certified,Volcafe Ltda.,Cerrado - Monte Carmelo - Minas Gerais,Luiz Augusto Pereira Moguilod,440,59.0,Brazil Specialty Coffee Association,,"November 3rd, 2017",Catuai,Completed,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,Sample  80.25,11 %,0 full defects,1.0,Green,1 full defects,"November 3rd, 2018",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,995,
1095,80.25,Bismarck Castro,Honduras,Las Moras,CIGRAH S.A DE C.V,Comayagua,Yamilet Lope,275,69.0,Instituto Hondureño del Café,2016,"April 6th, 2017",Caturra,Completed,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,Sample  80.25,10 %,0 full defects,0.0,Green,4 full defects,"April 6th, 2018",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1400,
1096,80.25,CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Mexico,Cortapico,CAFE DON BALBINO S.C. DE R.L. DE C.V.,Sierra Madre Occidental,Balbino Ramirez Flores,60,69.0,Centro Agroecológico del Café A.C.,2016,"April 26th, 2016",Caturra,Completed,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,Sample  80.25,10 %,0 full defects,0.0,Green,2 full defects,"April 26th, 2017",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,meters,1600,
1097,80.25,Bob McCauley,Myanmar,Waylead Farms,"Waylead Industrial Co, Ltd.","Yauk Sauk, Shan State","Waylead Co, Ltd",2,2.0,Specialty Coffee Association,2015,"August 27th, 2015",Other,Completed,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,Sample  80.25,11 %,1 full defects,0.0,Green,26 full defects,"August 26th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,feet,3000,
1098,80.25,U Htun Htun,Myanmar,Thein Kone,,Ywar Ngan,U Htun Htun,1,2.0,Coffee Quality Institute,2014,"July 17th, 2015",Catuai,Completed,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,Sample  80.25,0 %,0 full defects,0.0,Green,1 full defects,"July 16th, 2016",Coffee Quality Institute,"26895 Aliso Creek Road, Suite B-866",Coffee Quality Institute - 562.624.4190,feet,4287,
1099,80.25,Gloria Antonieta Escobar Urrutia,Nicaragua,FINCA EL CONSUELO,ZEAS ESCOBAR Y COMPAÑÍA LIMITADA,MATAGALPA - NICARAGUA,GLORIA ANTONIETA ESCOBAR URRUTIA,275,69.0,Asociación de Cafés Especiales de Nicaragua,2015,"February 20th, 2015",Caturra,Completed,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,Sample  80.25,11 %,0 full defects,0.0,Green,2 full defects,"February 20th, 2016",Asociación de Cafés Especiales de Nicaragua,"Oficentro Norte, Km 5, Carretera Panamericana Norte, Managua, Nicaragua",Edwin José Ruiz González - 011-(505)-2249-0182,meters,900,
1100,80.25,Eileen Koyanagi,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,2,45.3592,Specialty Coffee Association,2014,"March 3rd, 2014",Hawaiian Kona,Completed,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,Sample  80.25,12 %,4 full defects,0.0,Green,13 full defects,"March 3rd, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1101,80.25,Honor dela Fuente,Colombia,,Costco Wholesale Industries,,,1,2.0,Specialty Coffee Association,2012,"January 8th, 2014",Typica,Completed,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,Sample  80.25,10 %,0 full defects,0.0,Green,0 full defects,"January 8th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1102,80.25,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Weng hui ling 翁惠鈴,Blossom Valley宸嶧國際,Chiayi Fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,5,30.0,Blossom Valley International,,"December 26th, 2013",Typica,Completed,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,Sample  80.25,11 %,0 full defects,0.0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,700,
1103,80.25,The Coffee Source Inc.,Guatemala,Several,The Coffee Source Inc.,Oriente,UNEX,250,1.0,Specialty Coffee Association,2012,"January 9th, 2013",Caturra,Completed,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,Sample  80.25,11 %,1 full defects,0.0,Green,12 full defects,"January 9th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1400,
1104,80.25,SAUL M. HERNANDEZ RAMIREZ,Mexico,MIRADOR,,"CALNALI, HIDALGO","HERNANDEZ PACHECO, TIMOTEO",10,1.0,AMECAFE,2012,"September 27th, 2012",Caturra,Completed,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,Sample  80.25,11 %,2 full defects,0.0,None,8 full defects,"September 27th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,808,
1105,80.17,"Sunvirtue Co., Ltd.",Vietnam,Apollo Estate,"Sunvirtue Co., Ltd.",Dala,"Yeh, Li Chuan",1,2.0,Specialty Coffee Association,2017,"May 9th, 2017",Catimor,Completed,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,Sample  80.17,0 %,0 full defects,0.0,,2 full defects,"May 9th, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1550,
1106,80.17,"Exportadora Atlantic, S.A.",Nicaragua,Los Mesones,Exportadora Atlantic S.A,Jinotega,Sheldom La rue,275,2.0,Asociación de Cafés Especiales de Nicaragua,2015,"April 24th, 2015",Caturra,Completed,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,Sample  80.17,11 %,0 full defects,0.0,,2 full defects,"April 23rd, 2016",Asociación de Cafés Especiales de Nicaragua,"Oficentro Norte, Km 5, Carretera Panamericana Norte, Managua, Nicaragua",Edwin José Ruiz González - 011-(505)-2249-0182,meters,1100,1275
1107,80.17,CADEXSA,Honduras,Cerro Bueno,CADEXSA,Marcala,Jose Omar Acosta,275,1.0,Instituto Hondureño del Café,2015,"January 26th, 2015",Catuai,Completed,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,Sample  80.17,11 %,0 full defects,0.0,Green,0 full defects,"January 26th, 2016",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1400,
1108,80.17,Juan Luis Alvarado Romero,Guatemala,EL MORITO,"UNEX (GUATEMALA), S.A",ORIENTE,ROBERTO MONTERROSO,250,69.0,Asociacion Nacional Del Café,2013,"August 7th, 2013",Bourbon,Completed,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,Sample  80.17,11 %,0 full defects,0.0,Green,2 full defects,"August 7th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
1109,80.17,PABLO ENRIQUE MARTINEZ GAMA,Mexico,"LA ORDUÑA, COATEPEC, VERACRUZ",CAFÉ KATSINA,COATEPEC,PABLO ENRIQUE MARTINEZ GAMA,20,1.0,AMECAFE,2012,"October 9th, 2012",Typica,Completed,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,Sample  80.17,11 %,0 full defects,0.0,Green,2 full defects,"October 9th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
1110,80.17,ISRAEL EDUARDO PAZ GARCIA,Mexico,EL CARRIZO,CAFEORGANICO.MX,ZARAGOZA ITUNDUJIA,CIRILO JOSE JOSE,15,1.0,AMECAFE,2012,"September 13th, 2012",Typica,Completed,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,Sample  80.17,14 %,1 full defects,0.0,Green,2 full defects,"September 13th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1550,
1111,80.17,MARCO VIRGILIO RAMIREZ TELIZ,Mexico,EL AGUACATE,CAFES DE NARANJAL S.A. DE C.V,VERACRUZ,MARCO VIRGILIO RAMIREZ TELIZ,15,1.0,AMECAFE,2012,"September 10th, 2012",Bourbon,Completed,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,Sample  80.17,12 %,0 full defects,0.0,Green,12 full defects,"September 10th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1000,
1112,80.17,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,"UNEX (GUATEMALA), S.A",ORIENTE,AGROPECUARIA QUIAGRAL,250,1.0,Asociacion Nacional Del Café,2012,"May 24th, 2012",Bourbon,Completed,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,Sample  80.17,11 %,0 full defects,0.0,Green,5 full defects,"May 24th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
1113,80.17,Kona Pacific Farmers Cooperative,United States (Hawaii),,,Kona,,22,45.3592,Specialty Coffee Association,,"September 22nd, 2011",,Completed,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,Sample  80.17,5 %,12 full defects,0.0,,1 full defects,"September 21st, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1114,80.08,Brayan Cunha Souza,Brazil,,CARMO COFFEES,MANTIQUEIRA DE MINAS,,440,60.0,Brazil Specialty Coffee Association,,"November 29th, 2017",Bourbon,Completed,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,Sample  80.08,11 %,0 full defects,0.0,Green,5 full defects,"November 29th, 2018",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,1100,
1115,80.08,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,好自在咖啡莊園,宸嶧國際,苗栗泰安,簡義榮,10,60.0,Blossom Valley International,2014,"November 23rd, 2014",Typica,Completed,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,Sample  80.08,7 %,0 full defects,0.0,Green,0 full defects,"November 23rd, 2015",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,850,
1116,80.08,Honor dela Fuente,Nicaragua,,Costco Wholesale Industries,,,1,2.26796,Specialty Coffee Association,2013,"February 25th, 2014",,Completed,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,Sample  80.08,10 %,0 full defects,0.0,Green,4 full defects,"February 25th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1117,80.08,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Sheng he shang pin Coffee 聖荷上品咖啡坊,Blossom Valley宸嶧國際,Yunlin Gukeng He bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,10,30.0,Blossom Valley International,,"December 26th, 2013",Typica,Completed,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,Sample  80.08,11 %,0 full defects,0.0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,,
1118,80.08,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,A shu she Coffee 阿束社咖啡莊園,Blossom Valley宸嶧國際,Changhua BaGuaShan 彰化市八卦山,Zheng zhao ming 鄭昭明,10,30.0,Blossom Valley International,,"December 26th, 2013",Typica,Completed,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,Sample  80.08,11 %,0 full defects,0.0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,,
1119,80.08,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Wu kun shan Coffee 吳焜山咖啡園,Blossom Valley宸嶧國際,Changhua BaGuaShan 彰化市八卦山,Wu kun shan 吳焜山,10,30.0,Blossom Valley International,,"December 26th, 2013",Typica,Completed,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,Sample  80.08,11 %,0 full defects,0.0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,,
1120,80.08,ISRAEL EDUARDO PAZ GARCIA,Mexico,EL TABACO,CAFEORGANICO.MX,ZARAGOZA ITUNDUJIA,ALBERTA TEODORO ANALCO,13,1.0,AMECAFE,2012,"September 14th, 2012",Typica,Completed,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,Sample  80.08,15 %,0 full defects,0.0,None,0 full defects,"September 14th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1300,
1121,80.08,FEDERICO PACHECO PEREZ,Mexico,,,ESCUITLA,FEDERICO PACHECO PEREZ,10,1.0,AMECAFE,2012,"August 30th, 2012",Typica,Completed,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,Sample  80.08,14 %,1 full defects,0.0,Green,17 full defects,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1300,
1122,80.0,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,SANTA MATILDE,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.","JINOTEGA, NICARAGUA",RONALDO LACAYO CARDENAL,275,69.0,Instituto Hondureño del Café,2017,"June 13th, 2017",Caturra,Completed,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,Sample  80.00,10 %,0 full defects,0.0,Green,5 full defects,"June 13th, 2018",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1250,
1123,80.0,Ngu Shwe Li,Myanmar,Doe Kwin,Ngu Shwe Li Coffee Estate,"Doe Kwin, Pyin Oo Lwin",Ngu Shwe Li Coffee Estate,1,2.0,Coffee Quality Institute,2015,"July 17th, 2015",Other,Completed,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,Sample  80.00,0 %,0 full defects,0.0,Green,4 full defects,"July 16th, 2016",Coffee Quality Institute,"26895 Aliso Creek Road, Suite B-866",Coffee Quality Institute - 562.624.4190,feet,3845,
1124,80.0,Kurt Kappeli,Mexico,various small farms,Globus Coffee,"Sierra Fraylesca, Chiapas",various small producers,280,2.0,Specialty Coffee Association,2014,"May 1st, 2014",Typica,Completed,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,Sample  80.00,0 %,0 full defects,0.0,Green,2 full defects,"May 1st, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,,
1125,80.0,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Zhang li hong Coffee 張立宏咖啡莊園,Blossom Valley宸嶧國際,Changhua BaGuaShan 彰化市八卦山,Zhang xian tong 張献銅,10,30.0,Blossom Valley International,,"December 26th, 2013",Typica,Completed,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,7.0,Sample  80.00,11 %,0 full defects,0.0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,,
1126,80.0,Doi Tung Development Project,Thailand,Doi Tung Development Project,Doi Tung Development Project,Thailand,Doi Tung Development Project,2,1.0,Specialty Coffee Association,2012,"May 29th, 2013",,Completed,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,Sample  80.00,0 %,0 full defects,0.0,Green,0 full defects,"May 29th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,800,
1127,80.0,PABLO ENRIQUE MARTINEZ GAMA,Mexico,"LA ORDUÑA, COATEPEC, VERACRUZ",,COATEPEC,PABLO ENRIQUE MARTINEZ GAMA,20,1.0,AMECAFE,2012,"September 10th, 2012",Typica,Completed,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,Sample  80.00,12 %,0 full defects,0.0,Green,9 full defects,"September 10th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
1128,80.0,SEMIRAMIS CASAS VELAZQUEZ,Mexico,"SANTA CLARA, CALIFORNIA Y CAMILA",,SAN MIGUEL DEL PUERTO,SEMIRAMIS CASAS VELAZQUEZ,256,1.0,AMECAFE,2012,"September 4th, 2012",Other,Completed,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,Sample  80.00,11 %,0 full defects,0.0,Green,12 full defects,"September 4th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
1129,80.0,Ethiopia Commodity Exchange,Ethiopia,"Phone number | 0911-51-08-01, Email | at",,Limu,Contact name | ATO Teshome Belamo,300,6.0,Ethiopia Commodity Exchange,2010,"June 17th, 2010",,Completed,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,Sample  80.00,5 %,0 full defects,0.0,,2 full defects,"June 17th, 2011",Ethiopia Commodity Exchange,"Al-Sam Tower 2, 3rd Floor Lideta, Addis Ababa, Ethiopia",- +251 11 554 7001,,,
1130,79.92,Federacion Nacional de Cafeteros,Colombia,,Federacion Nacional de Cafeteros,Huila,,275,2.0,Almacafé,2015,"April 23rd, 2015",,Completed,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,Sample  79.92,0 %,0 full defects,0.0,Green,1 full defects,"April 22nd, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,
1131,79.92,Eileen Koyanagi,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,12,100.0,Specialty Coffee Association,2014,"May 12th, 2014",Hawaiian Kona,Completed,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,7.0,Sample  79.92,11 %,1 full defects,0.0,Green,3 full defects,"May 12th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1132,79.92,CALIXTO GUILLEN VAZQUEZ,Mexico,VARIAS COMUNIDADES,"FINCA TRIUNFO VERDE, S.C.",CHIAPAS,VARIOS PRODUCTORES,400,1.0,AMECAFE,2013,"March 29th, 2013",Bourbon,Completed,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,Sample  79.92,12 %,0 full defects,0.0,Green,4 full defects,"March 29th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1300,
1133,79.92,ALEJANDRO GARCIA PALACIOS,Mexico,FINCA BUENOS AIRES,INDUSTRIALIZADORA DE KAFFEE ANDES S.A. DE C.V.,"MOTOZINTLA, CHIAPAS",MARTHA PALACIOS,10,1.0,AMECAFE,2012,"September 11th, 2012",Other,Completed,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,Sample  79.92,12 %,1 full defects,0.0,Green,7 full defects,"September 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
1134,79.92,CHRISTINA DUSING,Mexico,RANCHO SAN FRANCISCO III,,VERACRUZ,DELMAR MORENO GUILLEN,82,1.0,AMECAFE,2012,"August 30th, 2012",Bourbon,Completed,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,Sample  79.92,0 %,0 full defects,0.0,,0 full defects,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
1135,79.92,MONTEGRANDE,Mexico,FINCA MONTEGRANDE,,JALTENANGO,MARIA ELENA TERESA FERNANDEZ CEJA,250,1.0,AMECAFE,2012,"July 26th, 2012",Catuai,Completed,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,Sample  79.92,11 %,0 full defects,0.0,Green,3 full defects,"July 26th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
1136,79.92,PABLO ENRIQUE MARTINEZ GAMA,Mexico,FINCA LA ORDUÑA,,COATEPEC,PABLO ENRIQUE MARTINEZ GAMA,100,1.0,AMECAFE,2012,"July 11th, 2012",Typica,Completed,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,Sample  79.92,12 %,0 full defects,0.0,Green,6 full defects,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
1137,79.92,JESUS CARLOS CADENA VALDIVIA,Mexico,FINCA HUEHUETECPAN,CAFETALERA LA ASUNCIÓN S.A. DE C.V.,COSAUTLAN DE CARVAJAL,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,209,1.0,AMECAFE,2012,"July 11th, 2012",Mundo Novo,Completed,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,Sample  79.92,11 %,0 full defects,0.0,Green,0 full defects,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
1138,79.92,Kona Pacific Farmers Cooperative,United States (Hawaii),,,Kona,,40,45.3592,Specialty Coffee Association,,"September 22nd, 2011",,Completed,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,7.58,Sample  79.92,5 %,3 full defects,0.0,,0 full defects,"September 21st, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1139,79.83,Kennedy Macharia,Kenya,YARA ESTATE / BENVAR ESTATE,TAYLOR WINCH (COFFEE) LTD,KIAMBU,YARA / BENVAR,200,12000.0,Kenya Coffee Traders Association,2017,"August 25th, 2017",SL34,Completed,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,Sample  79.83,11 %,0 full defects,1.0,,5 full defects,"August 25th, 2018",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,meters,1500,
1140,79.83,Juan Luis Alvarado Romero,Guatemala,PIAMONTE,"UNEX GUATEMALA, S.A.",SAN MARCOS,JORGE LEAL,50,69.0,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Bourbon,Completed,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,Sample  79.83,10 %,0 full defects,0.0,Green,2 full defects,"August 22nd, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1700,
1141,79.83,Asociación Aldea Global Jinotega,Nicaragua,Asociación Aldea Global Jinotega,Asociación Aldea Global Jinotega,Jinotega,Asociación Aldea Global Jinotega,75,2.0,Asociación de Cafés Especiales de Nicaragua,2014,"March 30th, 2015",Caturra,Completed,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,Sample  79.83,11 %,0 full defects,0.0,Green,0 full defects,"March 29th, 2016",Asociación de Cafés Especiales de Nicaragua,"Oficentro Norte, Km 5, Carretera Panamericana Norte, Managua, Nicaragua",Edwin José Ruiz González - 011-(505)-2249-0182,meters,1250,
1142,79.83,SERGIO DE LA VEQUIA BERNARDI,Mexico,LA CUCHILLA,,HUATUSCO,CIRO DE LA VEQUIA CESSA,250,1.0,AMECAFE,2012,"July 11th, 2012",Typica,Completed,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,Sample  79.83,12 %,0 full defects,0.0,Green,3 full defects,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1300,
